UID,Name,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,Height,Weight,AerialAbility,CommandOfArea,Communication,Eccentricity,Handling,Kicking,OneOnOnes,Reflexes,RushingOut,TendencyToPunch,Throwing,Corners,Crossing,Dribbling,Finishing,FirstTouch,Freekicks,Heading,LongShots,Longthrows,Marking,Passing,PenaltyTaking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decisions,Determination,Flair,Leadership,OffTheBall,Positioning,Teamwork,Workrate,Acceleration,Agility,Balance,Jumping,LeftFoot,NaturalFitness,Pace,RightFoot,Stamina,Strength,Consistency,Dirtiness,ImportantMatches,InjuryProness,Versatility,Adaptability,Ambition,Loyalty,Pressure,Professional,Sportsmanship,Temperament,Controversy,PositionsDesc,Goalkeeper,Sweeper,Striker,AttackingMidCentral,AttackingMidLeft,AttackingMidRight,DefenderCentral,DefenderLeft,DefenderRight,DefensiveMidfielder,MidfielderCentral,MidfielderLeft,MidfielderRight,WingBackLeft,WingBackRight
55070911,Kaká,1651,20/05/1991,25,0,0,0,0,176,70,1,3,1,3,3,1,3,1,2,1,1,12,11,13,10,12,12,6,12,7,6,14,12,7,14,7,12,6,11,11,14,13,13,13,8,13,10,13,10,12,14,12,7,8,11,13,20,13,6,10,8,10,13,12,8,15,10,14,11,14,14,12,M C,1,1,1,15,1,6,1,1,1,1,20,1,1,1,1
55070957,Jefferson,1651,11/01/1990,26,0,0,0,0,174,0,3,2,2,1,3,2,1,3,3,2,3,3,3,4,4,12,1,1,5,1,10,7,2,5,12,7,7,3,7,3,10,8,4,7,11,4,5,5,9,12,12,4,3,1,12,12,20,12,7,7,7,6,7,7,12,10,11,12,11,1,16,3,M C,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1
55071332,Bahia,1651,01/02/1994,22,0,0,0,0,176,74,3,1,1,2,3,2,3,3,2,1,2,4,6,10,5,10,4,3,5,4,2,10,4,5,10,6,7,9,5,4,9,10,4,12,13,11,4,10,6,11,9,9,5,8,8,11,20,11,5,7,6,7,7,7,20,12,11,12,15,8,9,3,AM RL,1,1,13,1,20,17,1,1,1,1,1,13,13,1,1
55072306,Jefferson,1651,14/04/1993,23,0,0,0,0,190,86,1,2,2,3,3,3,2,1,2,3,3,4,7,8,10,8,7,13,11,3,12,8,10,13,8,16,14,17,8,15,7,8,15,11,13,8,14,16,16,10,8,13,15,8,8,11,20,16,17,16,12,10,10,13,14,12,10,12,12,7,10,6,DM C,1,1,10,10,1,1,15,1,1,20,15,1,1,1,1
55072311,Dalbert,1651,08/09/1993,22,0,0,0,0,181,74,1,1,2,3,1,3,3,2,3,2,2,12,13,12,8,13,11,9,11,13,10,12,9,12,13,16,12,14,13,11,11,13,13,12,8,14,10,11,14,14,14,12,11,20,13,15,8,15,12,14,13,11,10,10,13,15,10,12,12,12,13,5,D/WB L,1,1,1,1,7,1,1,20,1,1,1,13,1,19,1
55074152,Bruno Santos,1651,07/02/1993,23,0,0,0,0,183,79,2,2,2,1,1,3,2,2,2,2,1,7,11,12,7,12,8,7,5,11,9,11,8,11,13,13,12,13,11,10,10,11,12,8,8,12,9,11,13,15,14,10,8,8,12,15,20,12,10,11,9,10,14,11,8,8,11,12,13,10,13,5,D R,1,1,1,1,1,1,1,1,20,1,12,1,1,1,12
55074155,Wesckley Moura,1651,12/05/1990,26,0,0,0,0,192,86,3,3,2,1,2,3,4,1,1,4,1,1,1,1,3,3,1,12,1,1,9,5,1,12,1,8,4,8,5,7,4,12,1,1,10,1,8,4,5,10,9,5,11,8,9,9,20,8,8,8,6,8,7,8,9,11,11,10,14,1,4,8,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
55075687,Felipe Barbosa,1651,23/05/1991,25,0,0,0,0,187,78,2,3,1,3,2,2,2,3,2,1,1,2,2,8,12,10,2,3,3,1,1,3,4,1,5,5,4,4,5,3,1,5,3,6,10,4,2,2,3,11,8,3,7,10,12,8,20,2,7,6,6,6,5,6,13,9,12,11,11,4,13,1,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
55076421,Thiago,1651,26/03/1986,30,0,0,0,0,185,76,1,1,1,2,2,1,3,3,1,2,2,6,8,12,12,12,3,12,5,2,2,4,5,4,11,9,9,6,10,6,7,9,9,12,11,8,6,5,7,12,12,6,10,9,10,12,20,7,8,9,9,9,9,9,19,12,11,10,11,6,5,1,S R,1,1,20,1,1,15,1,1,1,1,1,1,7,1,1
55076912,Marcos,1651,03/02/1990,26,0,0,0,0,186,83,1,1,1,1,3,2,3,3,1,3,3,5,4,7,4,9,4,10,4,3,11,8,7,12,9,14,10,10,4,11,4,11,12,8,14,8,11,12,12,10,10,14,12,3,15,12,20,10,14,10,13,11,2,11,6,6,14,6,13,12,15,4,D/DM C,1,1,1,1,1,1,20,1,1,16,10,1,1,1,1
55076917,Adão,1651,21/01/1988,28,0,0,0,0,184,76,1,1,2,1,2,3,1,1,3,3,1,7,12,11,11,5,4,10,4,4,4,3,6,4,6,6,5,4,12,5,6,7,2,8,11,10,3,5,6,12,12,5,4,15,13,12,20,8,8,8,6,8,8,8,13,10,13,12,10,4,4,6,AM/S L,1,1,20,1,19,13,1,1,1,1,1,10,10,1,1
55078574,Iago,1651,22/05/1992,24,0,0,0,0,188,85,3,2,2,3,1,2,1,3,3,2,3,5,6,8,4,9,5,13,6,9,13,9,6,12,8,13,12,11,10,10,5,9,11,5,8,6,8,12,12,13,12,13,15,10,13,14,20,13,13,9,12,7,10,14,7,10,12,8,13,13,14,8,D C,1,1,1,1,1,1,20,1,10,10,1,1,1,1,1
55079026,João Olavo,1651,01/04/1991,25,0,0,0,0,186,85,1,2,2,3,2,1,3,1,3,3,3,9,11,8,11,12,9,12,11,3,2,8,10,8,10,13,10,11,10,11,8,10,9,6,7,12,10,12,13,8,8,11,11,10,14,9,20,13,13,12,6,9,7,3,8,13,4,11,9,5,16,3,S ,1,1,20,14,1,1,1,1,1,1,1,1,1,1,1
55079787,Rafael Santos,1651,19/02/1994,22,0,0,0,0,182,85,3,7,5,4,12,8,5,13,7,7,10,2,3,1,3,1,5,1,2,1,1,1,3,2,3,3,5,12,5,11,4,13,7,2,9,2,9,5,4,10,7,5,7,8,8,8,20,1,8,7,7,7,7,7,9,12,12,9,11,5,2,4,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55079799,Nakata,1651,07/04/1990,26,0,0,0,0,178,73,3,1,3,3,2,4,3,2,1,3,3,11,11,10,7,13,12,7,10,6,8,10,1,10,10,7,9,7,8,7,10,9,3,10,11,7,6,13,8,9,10,11,7,20,10,9,12,6,6,8,8,6,8,8,10,10,11,9,12,1,11,1,D/M LC,1,1,1,1,10,1,1,16,1,14,20,14,1,10,1
55079802,Derick,1651,01/09/1993,22,0,0,0,0,172,67,1,4,1,3,1,1,1,2,2,1,1,7,10,11,8,8,6,5,8,5,8,8,6,9,11,11,9,11,9,10,9,8,13,13,6,8,9,10,10,15,13,12,7,20,15,14,6,13,8,9,10,15,5,15,13,15,10,10,12,15,10,10,D/AM RL,1,1,13,1,20,17,1,17,1,1,1,13,7,13,1
55079822,Gabi Aquini,1651,04/04/1995,21,0,0,0,0,185,70,3,3,1,2,2,3,2,3,1,1,2,9,9,10,10,10,8,10,3,4,6,8,3,6,8,6,12,8,9,6,8,8,3,7,6,6,8,9,13,12,12,11,8,3,15,12,20,11,10,8,6,8,10,8,8,11,11,11,14,1,12,1,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
55079878,Felipe Abreu,1651,31/08/1993,22,0,0,0,0,171,64,1,1,2,3,3,3,3,3,3,3,1,6,11,12,9,12,7,6,8,3,5,11,7,5,9,6,8,5,8,9,9,9,9,13,4,12,9,8,9,13,13,8,8,20,12,14,5,10,7,11,8,11,12,10,12,13,9,10,10,9,13,12,AM RL,1,1,11,1,18,20,1,1,1,1,1,1,1,1,1
55079894,João Loureiro,1651,08/12/1992,23,0,0,0,0,170,72,2,2,1,1,2,2,2,3,1,2,2,7,12,7,3,10,5,5,5,5,7,6,1,7,10,8,5,7,7,4,7,8,7,10,6,6,7,6,7,13,13,6,2,16,13,13,20,10,5,8,5,4,8,8,14,11,14,11,11,3,19,5,D/M/AM R,1,1,1,1,1,17,1,1,20,13,13,1,17,1,13
55081466,Dhiego,1651,23/01/1996,20,0,0,0,0,182,80,3,2,1,2,2,4,3,2,3,1,1,1,2,4,4,9,4,3,12,1,9,12,3,8,8,8,6,11,6,5,7,9,14,1,1,3,4,6,10,12,10,10,8,16,13,12,20,12,11,8,6,8,8,8,14,8,9,11,10,11,8,7,M C,1,1,1,14,1,1,1,1,1,1,20,1,1,1,1
55081968,Jouberth,1651,03/03/1991,25,0,0,0,0,178,0,1,3,1,4,2,1,2,1,2,2,1,1,1,12,11,12,3,12,3,1,3,4,5,1,8,5,9,5,9,4,3,5,7,9,13,8,3,3,6,12,10,4,5,7,11,11,20,10,6,7,7,7,6,7,9,12,11,15,8,10,14,4,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
55081980,Alan,1651,04/01/1993,23,0,0,0,0,177,70,3,1,1,2,4,1,1,2,1,2,1,12,13,12,8,11,8,8,9,12,10,10,6,11,12,10,11,15,11,11,7,11,12,12,5,14,9,12,12,14,11,8,8,20,17,14,9,10,7,11,8,6,6,10,15,14,14,10,11,1,13,2,D L,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1
55082004,Douglas Cordeiro,1651,12/04/1995,21,0,0,0,0,176,76,2,3,1,2,3,1,3,3,1,3,1,7,6,5,7,14,7,7,10,6,10,14,5,14,14,6,8,8,7,9,12,14,6,9,9,8,8,9,6,14,11,9,7,5,13,9,20,5,7,9,8,7,4,9,19,12,12,12,14,3,10,8,DM/M C,1,1,1,1,1,1,1,1,1,20,17,1,1,1,1
55082745,Dário Júnior,1651,11/09/1991,24,0,0,0,0,180,77,3,3,3,2,2,1,4,3,1,1,2,8,12,13,10,13,6,9,9,6,7,8,8,5,11,5,12,2,13,8,9,11,12,11,11,10,6,8,5,13,13,8,7,9,4,13,20,9,5,10,10,8,9,10,11,14,11,9,12,6,10,4,AM/S RLC,1,1,20,17,20,20,1,1,1,1,1,10,10,1,1
55082789,Hismael,1651,08/08/1991,24,0,0,0,0,198,98,3,2,2,2,2,2,2,2,2,3,2,3,1,1,5,3,1,11,1,5,11,6,2,12,1,9,9,6,6,10,3,9,4,8,5,5,12,5,6,12,10,6,12,9,10,10,20,11,12,9,9,3,9,9,19,10,12,11,14,1,8,4,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
55082804,Roniel,1651,02/06/1994,22,0,0,0,0,177,70,2,3,3,3,1,3,2,2,1,2,1,9,9,14,10,12,8,7,12,7,6,10,11,7,14,9,11,9,8,8,10,8,12,13,8,14,6,9,11,16,15,11,8,8,12,15,20,11,8,7,7,9,4,12,13,11,10,11,8,10,11,8,AM RL,1,1,7,1,20,19,1,1,1,1,1,12,12,1,1
55082969,Nené Leal,1651,08/06/1992,24,0,0,0,0,178,70,2,3,3,2,2,2,3,1,2,2,3,1,2,10,12,6,3,12,2,1,3,4,1,1,11,7,6,1,6,2,1,9,7,12,4,9,2,3,1,12,12,4,4,15,11,12,20,4,3,7,7,6,3,7,13,12,9,9,12,6,8,5,S ,1,1,20,10,10,10,1,1,1,1,1,1,1,1,1
55082999,Gilberto,1651,11/03/1994,22,0,0,0,0,194,85,1,1,1,1,2,3,1,2,3,3,4,4,6,1,1,8,1,14,4,1,11,8,3,12,7,6,12,9,6,10,3,10,1,1,11,7,14,7,7,14,10,6,13,10,8,12,20,5,13,9,9,7,6,9,7,10,13,12,9,5,17,6,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
55083183,Bina,1651,17/10/1990,25,0,0,0,0,177,69,2,3,3,3,3,4,1,2,1,4,4,4,2,7,11,8,5,11,6,3,3,6,3,1,8,8,10,6,7,5,6,7,2,8,1,13,5,3,7,13,13,6,6,3,15,13,20,12,5,8,5,5,6,7,10,10,12,11,11,6,5,5,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
55083184,Renan,1651,09/09/1990,25,0,0,0,0,172,73,3,2,2,3,4,1,3,2,2,3,4,10,10,11,4,12,13,8,13,8,7,11,5,9,11,11,10,9,10,10,11,15,9,13,12,9,10,11,10,12,11,10,7,20,11,12,5,9,9,4,9,1,9,9,13,10,13,11,10,7,11,6,D/WB L,1,1,1,1,1,1,1,20,1,1,1,1,1,18,1
55083185,Paulo Jorge,1651,28/05/1986,30,0,0,0,0,175,0,1,1,3,1,2,2,3,1,2,1,2,2,1,6,11,11,2,10,2,1,2,3,6,1,8,7,6,2,11,3,3,5,7,10,11,8,1,2,3,11,11,3,3,9,8,11,20,7,8,7,7,7,7,7,10,11,9,12,10,1,18,2,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
55083186,Cláudio Souza,1651,15/07/1994,21,0,0,0,0,185,0,3,2,2,4,3,1,2,1,1,3,4,10,12,13,7,13,5,3,6,1,3,3,1,4,10,8,5,5,6,6,6,9,2,10,9,7,5,6,7,13,13,5,12,13,14,13,20,7,8,8,7,5,5,8,9,11,11,10,10,4,7,3,AM R,1,1,12,1,1,20,1,1,1,1,1,1,10,1,1
55083397,Caio Prado,1651,13/04/1995,21,0,0,0,0,179,73,1,2,2,1,1,2,2,2,3,2,2,6,6,7,3,12,3,6,12,3,8,12,7,12,8,9,8,4,7,4,9,10,6,9,13,7,9,6,10,13,12,8,5,5,14,11,20,7,7,5,8,8,6,6,8,12,9,11,11,11,19,8,DM ,1,1,1,1,1,1,1,1,1,20,13,1,1,1,1
55083803,Gleison,1651,23/06/1995,21,0,0,0,0,174,66,1,2,2,1,2,2,1,3,1,2,2,11,13,16,12,13,13,7,12,3,5,12,14,6,15,8,10,11,13,9,12,12,8,17,6,14,7,8,11,15,14,13,7,20,12,14,5,11,7,10,3,10,6,11,16,13,8,11,13,6,11,5,AM RL,1,1,5,1,19,20,1,1,1,1,1,14,14,1,1
55083804,Lucas,1651,23/01/1997,19,0,0,0,0,186,77,3,3,1,1,1,2,3,3,2,4,3,5,5,2,1,8,3,14,3,4,14,7,4,14,5,9,10,9,7,8,7,12,9,6,6,3,14,7,8,6,11,8,8,5,16,8,20,11,11,9,7,6,6,9,18,11,11,11,12,13,5,2,D C,1,7,1,1,1,1,20,1,5,1,1,1,1,1,1
55083807,Tiago Leonço,1651,11/11/1992,23,0,0,0,0,185,82,1,1,3,3,3,3,2,2,4,3,3,8,8,14,12,14,7,12,8,3,3,7,6,4,13,10,13,9,7,9,8,12,7,14,1,14,3,8,9,14,14,9,13,5,10,14,20,10,13,10,10,10,10,10,8,11,12,9,11,9,3,5,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
55083813,Carlos David,1651,02/07/1996,19,0,0,0,0,180,74,1,1,4,3,2,3,2,3,3,2,2,12,12,7,12,11,13,11,13,10,9,12,14,9,7,7,10,10,11,12,12,13,13,12,12,12,11,11,10,7,6,9,10,20,12,9,9,11,12,11,7,12,4,12,8,13,15,15,12,10,12,2,DM/M C,1,1,1,7,10,1,1,10,1,20,20,1,1,1,1
5605749,Thiago De Lima Silva,1651,01/11/1983,32,0,0,0,0,180,74,1,1,4,3,3,3,2,3,1,1,3,2,10,12,8,11,12,8,8,2,2,10,15,1,14,9,11,8,10,10,8,11,9,14,13,11,11,6,9,10,11,10,11,20,11,10,15,10,8,8,9,13,9,8,18,14,12,8,13,7,12,6,AM/S RL,1,1,20,1,15,18,1,1,1,1,1,1,1,1,1
5629265,André Leonel,1651,18/05/1978,38,0,0,0,0,182,84,2,3,1,1,3,3,1,3,2,1,3,8,10,9,9,10,5,11,6,7,8,10,8,8,10,7,11,13,15,7,10,15,9,8,15,11,7,12,12,7,10,7,10,9,9,7,20,9,12,13,5,11,3,9,8,11,11,11,16,1,16,3,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
5645862,Jefton,1651,03/01/1982,34,0,0,0,0,186,102,2,3,1,2,1,2,1,3,2,1,2,5,7,10,5,10,5,13,5,5,13,7,5,14,10,14,10,14,8,10,8,9,4,10,7,11,12,11,14,12,11,15,13,7,14,10,20,14,14,12,16,10,6,11,12,3,14,12,5,5,6,14,D/WB/DM R,1,1,1,1,1,1,13,1,17,18,10,1,13,1,20
5666398,Juliano Rangel,1651,04/04/1982,34,0,0,0,0,186,89,2,2,2,2,2,3,1,2,1,2,4,6,8,11,9,12,7,12,4,8,10,12,7,12,12,13,10,11,12,11,10,12,7,10,14,11,10,12,12,11,11,14,13,11,13,13,20,12,13,15,5,13,6,10,8,11,11,10,13,1,4,4,D C,1,1,1,14,1,1,20,1,1,1,1,1,1,1,1
5666399,Lucas Silva,1651,26/08/1984,31,0,0,0,0,186,67,4,3,2,1,3,3,2,3,3,4,1,9,13,13,12,13,8,16,8,8,11,14,6,12,14,11,11,5,13,13,10,13,11,12,14,13,8,12,14,13,13,13,11,8,9,12,20,13,7,11,11,11,11,11,14,9,15,11,14,12,13,9,AM RC,1,1,10,15,1,20,1,1,1,1,12,1,15,1,1
5666436,Carlos Regis Araújo,1651,12/10/1982,33,0,0,0,0,167,65,1,1,3,2,1,1,2,3,1,3,1,8,3,9,10,14,8,5,10,1,7,14,4,10,14,10,11,7,11,13,11,12,2,13,12,12,10,9,10,13,8,9,5,10,13,10,20,14,6,10,10,10,5,10,11,11,12,8,13,7,15,5,AM C,1,1,1,20,1,1,1,1,1,1,12,1,1,1,1
57005995,Ricardo Gomes,1651,18/07/1981,34,0,0,0,0,179,85,3,2,1,1,3,1,3,1,1,1,4,5,6,9,6,10,7,11,8,4,11,10,9,14,11,12,9,12,11,11,10,12,13,11,9,9,13,13,14,10,11,10,9,11,14,9,20,10,10,13,10,12,11,8,15,11,9,9,11,12,6,10,DM C,1,1,1,1,1,1,1,1,1,20,15,1,1,1,1
57009412,Roberto Ayza,1651,19/05/1981,35,0,0,0,0,172,63,1,2,4,2,2,2,1,4,2,2,3,11,12,10,9,13,8,8,9,7,8,11,10,3,11,9,10,11,11,9,11,7,2,10,4,11,11,12,12,14,11,9,8,5,10,12,20,10,10,10,9,11,8,10,9,11,11,11,11,1,12,5,AM/S RL,1,1,20,7,17,17,1,1,1,1,1,14,14,1,1
57027794,Dimas,1651,29/04/1987,29,0,0,0,0,175,70,3,2,3,3,2,4,3,3,2,1,2,6,8,11,15,15,8,11,9,1,8,9,6,4,11,8,7,8,10,9,7,14,6,9,7,14,9,8,9,15,15,9,7,1,11,15,20,8,8,9,9,9,6,9,15,9,13,12,11,9,3,5,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
5703527,Jorginho,1651,01/10/1975,40,0,0,0,0,176,71,2,3,1,3,2,3,1,1,2,1,3,1,2,13,11,8,1,11,2,1,1,2,4,1,11,6,5,4,6,2,1,9,7,11,10,6,1,1,3,11,9,2,1,12,12,11,20,7,1,6,5,6,6,6,4,12,12,10,11,10,8,2,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
57044722,Everton Luiz,1651,24/05/1988,28,0,0,0,0,173,68,2,2,1,2,4,3,3,2,1,2,1,6,6,10,4,12,4,8,11,11,14,12,10,15,12,16,13,16,12,12,11,11,14,12,11,10,13,13,15,13,13,13,6,8,14,13,20,15,14,12,15,12,7,11,11,13,13,12,13,12,12,10,DM/M C,1,1,1,1,1,1,1,1,1,20,18,1,1,1,1
57049826,Marcus Vinícius,1651,06/01/1986,30,0,0,0,0,180,74,3,2,2,1,1,4,2,2,1,1,3,7,7,5,9,14,12,8,12,5,9,11,6,8,14,5,12,9,10,9,11,14,6,5,9,10,9,10,12,14,14,10,10,9,6,14,20,8,7,10,5,3,10,10,16,12,8,8,11,9,3,2,DM/M C,1,1,1,1,1,1,1,1,1,19,20,1,1,1,1
57065107,Ygor,1651,27/07/1986,29,0,0,0,0,184,80,1,4,3,3,3,1,3,3,3,2,2,8,9,10,12,9,8,12,9,6,7,9,8,7,12,9,8,11,9,8,6,7,4,8,6,12,8,12,14,12,11,10,13,20,13,12,10,11,14,9,6,9,10,7,16,12,10,9,12,8,5,2,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
57078182,Walace,1651,20/10/1989,26,0,0,0,0,183,80,2,2,1,1,3,2,3,1,3,3,3,10,9,9,8,10,8,11,8,9,11,10,10,10,11,11,12,12,11,11,11,11,2,8,9,11,11,10,11,9,10,10,12,5,10,11,20,11,11,12,5,10,7,11,8,11,10,11,13,4,20,6,D RC,1,1,1,1,1,1,20,7,15,1,1,1,1,1,1
57078189,Lorran,1651,18/09/1989,26,0,0,0,0,181,80,1,1,3,2,1,1,3,1,1,3,3,8,13,11,8,13,5,5,8,2,5,9,6,7,12,9,13,6,8,8,7,12,3,11,14,8,7,8,11,14,10,8,11,9,9,13,20,8,6,9,9,9,9,9,11,10,9,9,14,4,13,4,M R,1,1,1,1,1,15,1,1,1,1,1,1,20,1,1
57086392,Felipe Tchelé,1651,01/03/1991,25,0,0,0,0,176,72,1,2,3,3,2,2,1,1,3,1,3,4,1,8,12,12,4,10,1,1,1,4,6,1,12,6,8,6,5,3,3,12,8,13,6,12,2,4,6,12,12,3,5,8,9,12,20,11,9,8,4,8,7,8,12,13,10,12,10,8,17,4,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
57089698,Guilherme,1651,01/04/1990,26,0,0,0,0,179,76,3,1,1,1,3,4,3,3,3,2,2,9,13,10,6,12,12,6,12,14,13,13,10,14,12,14,14,13,12,14,11,11,13,11,7,13,13,12,12,13,12,13,9,20,13,13,7,12,11,12,12,10,12,12,14,13,11,12,13,13,5,5,D/WB L,1,1,1,1,5,1,1,20,1,1,1,7,1,18,1
5710091,Henrique Dias,1651,23/05/1984,32,0,0,0,0,171,67,3,3,1,3,3,1,3,3,1,1,3,9,10,12,9,9,3,8,8,8,3,12,11,5,11,9,12,10,9,8,10,9,12,12,5,13,6,11,12,13,12,8,6,12,6,13,20,13,4,4,8,16,13,18,15,12,13,11,14,13,11,7,AM/S RLC,1,1,20,17,17,17,1,1,1,1,1,1,1,1,1
5720202,Paulinho,1651,14/07/1982,33,0,0,0,0,175,66,1,3,3,3,1,2,4,3,2,1,2,8,12,13,7,10,8,5,9,14,12,13,6,12,13,11,9,10,9,13,13,10,12,9,13,11,13,13,11,11,10,10,7,10,13,10,20,8,9,13,5,12,8,10,10,12,10,10,11,12,8,5,D R,1,1,1,1,1,1,1,1,20,1,1,1,10,1,13
5720391,Gil Bala,1651,18/10/1980,35,0,0,0,0,174,75,2,3,3,3,1,1,3,2,3,1,3,10,9,12,11,11,11,8,10,7,4,12,3,8,14,9,11,14,9,7,13,13,10,14,6,7,6,9,12,9,10,7,4,20,15,12,8,9,9,8,9,12,9,9,6,11,10,7,8,9,11,6,AM C,1,1,10,20,11,1,1,1,1,1,15,8,1,1,1
5723483,Eduardo,1651,05/08/1980,35,0,0,0,0,178,67,3,3,3,3,1,1,3,2,3,3,1,8,10,12,9,13,10,9,11,4,2,11,14,2,13,6,11,9,10,10,11,10,13,14,10,12,7,10,12,13,13,11,8,10,13,12,20,11,10,12,6,17,10,8,12,13,13,12,13,15,15,7,AM/S C,1,1,20,18,10,13,1,1,1,1,1,1,1,1,1
5727066,Raffael,1651,28/03/1985,31,0,0,0,0,174,69,1,3,2,2,3,2,2,2,1,2,1,11,12,17,13,18,13,9,12,4,6,14,14,9,17,14,12,6,12,10,14,14,8,18,4,17,9,15,16,14,17,8,7,16,12,12,20,14,7,13,4,11,4,10,12,10,15,9,13,13,18,5,AM/S C,1,1,20,16,10,10,1,1,1,1,8,10,10,1,1
5728322,Adriano Pimenta,1651,14/11/1982,33,0,0,0,0,170,64,2,1,1,3,3,1,1,1,3,2,2,9,10,11,10,11,11,6,11,4,5,12,12,4,11,13,11,12,11,11,12,11,13,13,7,12,9,10,11,11,13,14,5,20,12,10,11,10,5,13,9,12,9,12,16,12,14,14,14,13,14,10,AM LC,1,1,6,20,17,13,1,1,1,1,15,14,6,1,1
5762360,Fábio Silva,1651,28/02/1980,36,0,0,0,0,188,84,1,3,3,2,1,1,3,2,2,3,2,7,8,7,3,8,4,13,9,4,8,7,3,14,8,14,8,12,7,7,9,7,7,2,9,9,15,9,9,11,7,7,14,12,17,11,20,14,15,10,9,6,3,10,14,11,11,10,10,4,9,8,D RC,1,1,1,1,1,1,20,12,15,1,1,1,1,1,14
5790150,Jairon,1651,21/04/1981,35,0,0,0,0,181,83,3,3,1,2,2,1,1,3,3,3,3,5,5,11,14,13,5,9,6,1,3,12,4,11,12,8,11,7,8,4,10,11,8,12,12,10,5,5,6,11,10,6,10,9,8,13,20,5,8,8,5,8,8,12,13,10,12,10,12,9,19,1,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
58035735,Anderson Mineiro,1651,15/04/1986,30,0,0,0,0,179,79,2,3,3,1,3,3,4,2,4,3,2,6,6,10,13,13,6,13,7,2,5,8,8,3,11,9,12,8,12,7,5,8,8,11,7,10,6,6,8,13,13,7,6,11,7,13,20,13,7,9,9,9,6,8,12,10,11,12,8,1,4,3,S ,1,1,20,13,1,1,1,1,1,1,1,1,1,1,1
59004172,Wallace,1651,29/10/1986,29,0,0,0,0,183,72,1,4,4,3,1,2,2,3,1,1,3,13,14,11,10,12,13,7,12,9,12,12,10,11,14,12,12,10,13,13,11,13,13,10,4,10,9,10,13,13,12,13,12,20,13,13,7,12,8,14,8,14,7,6,12,11,12,10,10,9,12,4,D/WB/M L,1,1,1,1,10,1,10,20,7,1,1,16,1,19,1
59013010,Douglas Ferreira,1651,07/10/1985,30,0,0,0,0,187,74,2,3,1,2,1,3,1,1,1,1,3,6,6,2,7,12,7,9,6,3,11,10,4,13,8,10,9,9,8,8,5,13,9,10,14,7,10,8,12,13,13,8,13,6,15,13,20,9,7,10,10,5,7,18,14,11,9,12,12,6,7,1,D/DM C,1,1,1,1,1,1,18,1,10,20,10,1,1,1,10
59027758,Diego Souza,1651,12/09/1988,27,0,0,0,0,171,70,1,4,3,2,3,3,1,2,1,3,2,7,4,12,8,10,5,4,14,5,5,11,5,7,9,7,6,6,6,4,14,14,5,9,10,8,6,8,11,14,13,8,5,8,10,10,20,14,6,9,9,9,5,9,19,11,10,12,13,1,15,4,AM C,1,1,1,20,1,1,1,1,1,1,15,1,1,1,1
59070137,Giancarlo,1651,14/05/1993,23,0,0,0,0,175,70,2,1,3,1,3,3,3,2,1,1,3,6,5,12,12,12,5,6,8,1,6,8,7,7,13,4,10,6,8,7,12,9,2,13,13,13,6,7,8,13,12,4,7,9,12,12,20,6,7,9,7,9,7,9,14,10,11,12,7,8,9,8,AM C,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1
59093950,Lucas,1651,20/09/1993,22,0,0,0,0,200,92,3,3,3,3,1,3,2,3,2,2,2,5,3,13,13,6,5,10,6,2,4,1,2,1,6,8,10,7,6,4,4,11,3,8,12,12,4,5,6,11,9,6,17,8,12,10,20,5,13,8,7,1,4,8,10,12,12,13,12,6,11,1,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
6001529,Elton da Costa,1651,15/12/1979,36,0,0,0,0,182,80,2,2,2,4,2,2,2,2,3,2,2,15,14,13,10,13,14,5,12,5,5,13,14,6,13,11,13,11,9,9,13,11,9,13,9,12,9,11,9,8,12,10,9,20,12,11,9,8,10,10,5,13,14,13,15,11,14,13,15,11,13,7,M/AM C,1,1,1,20,12,1,1,1,1,15,20,14,1,1,1
